smiles,docking_score,reference_id
n1nncn1-c(cc2)ccc2NC(=O)c3c[nH]nc3-c4ccccc4Cl,-5.356,TRAIN_0224
CC(C)OCc1ccc(cc1)C(=O)Nc2nc(cs2)CN3CCOCC3,-5.356,TRAIN_0225
COc1ccc(cc1F)C(=O)NC2CCN(CC2)c3nccn3C,-5.356,TRAIN_0226
C1CCN1C(=O)N[C@H](CCC2)c(c23)sc(n3)-c4ccc(F)cc4,-5.356,TRAIN_0227
Cc1cc(no1)NC(=O)NCC2(CCCCC2)c(cc3)cc(c34)OCO4,-5.355,TRAIN_0228
COc1ccc(OC)c(c1)[C@H]2CCCN2C(=O)COc3cccc(Br)c3,-5.347,TRAIN_0229
O=C(O)c1cc(ccc1O)NC(=O)CCC2CCOCC2,-5.342,TRAIN_0230
CC(C)c1cc(cc(=O)[nH]1)C(=O)N(C[C@H]23)[C@@H](C2)[C@H]3c4ocnc4C(=O)N,-5.335,TRAIN_0231
COc1ccc(OC)c(c1)[C@@H](C)NS(=O)(=O)Cc2ccc(Br)cc2F,-5.33,TRAIN_0232
Cc1cc(C)c(c(C)c1)NCC(=O)N(C)CC(=O)NC2CC2,-5.326,TRAIN_0233
CNC[C@H]1CCN(C1)C(=O)c(c2)oc(c23)cc(C)c(c3)C,-5.325,TRAIN_0234
NC(=O)[C@@H]1CCCN(C1)c2ccc(cc2)C(=O)N[C@@H]3CCCCNC3=O,-5.32,TRAIN_0235
COc(cc1)cc(c12)nc(C)c(c2)C(=O)N3CCSCC3,-5.318,TRAIN_0236
C1CCCN1C(=O)CSc(n2)oc(c23)cccc3,-5.316,TRAIN_0237
o1cc(C(F)(F)F)cc1CC(=O)N2CC[C@H](C3CC3)[C@@H]2c4n[nH]c(=O)[nH]4,-5.309,TRAIN_0238
N#Cc1ccnc(c1)N2CCN(CC2)C(=O)C(=C3)COc(c34)cccc4,-5.301,TRAIN_0239
C[C@@H]1CN(C[C@H](O1)C)c2ccc(cn2)C(=O)NCc3cccnc3-n4cccn4,-5.298,TRAIN_0240
c1cccc(c12)N(CC2)C(=O)CN3CCN(CC3)Cc(n4)sc(c45)cccc5,-5.298,TRAIN_0241
COc1ccccc1[C@@H](C)NCc2nnc(n2C)C3CC3,-5.296,TRAIN_0242
CC(=O)OC1CCN(CC1)[C@H](c2ccccc2)C(=O)Nc3ccc(F)cc3,-5.292,TRAIN_0243
COc1ccc(F)cc1CNC[C@H](CC(=O)N2)c(c23)cccc3,-5.286,TRAIN_0244
COc1cc(F)cc(c1)C[C@@H](C)NC(=O)c2ccc(C(=O)O)c(n2)C,-5.282,TRAIN_0245
COc1ccc(cc1)[C@@H]2CN(CCO2)c(n3)[nH]c(c34)ccc(c4)S(=O)(=O)N,-5.275,TRAIN_0246
Cc1noc(n1)C2CCN(CC2)C(=O)c(cc3)cc(c34)[nH]c(=O)[nH]4,-5.273,TRAIN_0247
COc1cc(ccc1O)CNC(=O)NC(C)(C2)Cc(c23)cccc3,-5.266,TRAIN_0248
o1cccc1-c2nnc(n2C)SCc3coc(n3)-c4cccs4,-5.255,TRAIN_0249
OCCOC(CC1)CCN1C(=O)Nc2ccc(cc2)C(=O)N3CCCCCC3,-5.253,TRAIN_0250
Fc1cccc(F)c1[C@H](NC(=O)C)CC(=O)N2CC[C@H](C2)C(=O)O,-5.238,TRAIN_0251
c1c(C)nc(n12)sc(n2)N(CC)C[C@H]3CCCO3,-5.238,TRAIN_0252
CNS(=O)(=O)c(cc1)cc(c12)CCN2C(=O)CC(C3)CC3(F)F,-5.232,TRAIN_0253
C[C@H]1COCC[C@H]1NC(=O)NCCc(ccn2)c(c23)cccc3,-5.231,TRAIN_0254
C1CCCCC1(CCO)CNC(=O)c2cccc(c2)CN3CCCC3=O,-5.229,TRAIN_0255
s1cnnc1NC(=O)C2CCN(CC2)Cc(cc3=O)nc(n34)scc4,-5.226,TRAIN_0256
COc1cc(cc(c1)OC)NC(=O)CN(CC2)Cc(c23)ccs3,-5.224,TRAIN_0257
CCOc1ccc(cc1F)CN[C@@H]2C[C@H](C[C@H]2O)Cn3ccnc3,-5.223,TRAIN_0258
CC(C)c1ncc(cn1)NC(=O)COc2ccc([N+]([O-])=O)cc2,-5.212,TRAIN_0259
Cc1nc(n[nH]1)CNC(=O)[C@H](C2)C[C@]2(O)C3CCCCC3,-5.209,TRAIN_0260
n1cnc(C)cc1N(C2)[C@@H](C[C@@H]2OC)CNC(=O)c3cccnc3,-5.205,TRAIN_0261
s1cc(C)c(c12)c(nc(n2)C)N3CC[C@H]([C@H]3C)N(C)CCO,-5.204,TRAIN_0262
c1cccc(c12)n3c(n(C)c2=O)nnc3CN(C4=O)C(=O)NC45CCCCCC5,-5.201,TRAIN_0263
c1n[nH]c(c12)c(ccc2)NC(=O)C3CCCCCC3,-5.2,TRAIN_0264
C1CCCn(c12)c(nn2)-c(cc3)cc(c34)OCCO4,-5.199,TRAIN_0265
C1CCC[C@H]([C@H]12)N([C@H](C2)C(=O)O)C(=O)CCc3nc(no3)-c4cccs4,-5.187,TRAIN_0266
CC(C)Cc1ccccc1CNC(=O)c2cc(n(n2)C)C3CC3,-5.183,TRAIN_0267
COC(=O)c1cnc(s1)NC(=O)c2ccc(cc2)CN3CCOCC3,-5.18,TRAIN_0268
C1CCCCCC1(NC(=O)C)C(=O)N2CC[C@H](C2)NS(=O)(=O)C,-5.178,TRAIN_0269
C1CCCCCC1C(=O)Nc2cc(ccn2)N3CCNCC3,-5.17,TRAIN_0270
Cc1ccc(cc1)-c2noc(n2)Cn(cn3)c(c34)cccc4,-5.169,TRAIN_0271
CN(C)C(=O)c1ccc(Cl)c(c1)NC(=O)c(c2)oc(c23)cccc3,-5.168,TRAIN_0272
CC(C)COC1CCN(CC1)S(=O)(=O)c2ccc(Cl)s2,-5.166,TRAIN_0273
Cc1ccc(cc1)-c2nc(co2)CNC(=O)[C@@H]3CC(=O)N(C3)CC(C)C,-5.163,TRAIN_0274
CCOc1ccc(cc1)OCCSc2nc(N)cc(n2)N,-5.16,TRAIN_0275
CCOC(=O)c(s1)c(C)c(c12)c(N)nc(n2)CN(C)Cc3ccccc3,-5.145,TRAIN_0276
Cc1cc(C)c([nH]1)C(=O)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(=O)O,-5.143,TRAIN_0277
c1cccc(c12)N(CC(=O)N2)C(=O)CCc3nc(no3)-c4ccsc4,-5.137,TRAIN_0278
FC1(F)CCCN(C1)C(=O)c(n[nH]2)c(c23)nc[nH]c3=O,-5.137,TRAIN_0279
CCCN1CCC(CC1)NC(=O)NCCc2cccc(F)c2,-5.136,TRAIN_0280
C1CC1c(cs2)nc2NC(=O)N3CCC(CC3)CCCN4CCOCC4,-5.135,TRAIN_0281
O[C@@H]1CCC[C@H]1N(C)CC(=O)N[C@H](CCS2)c(c23)cccc3F,-5.135,TRAIN_0282
n1cc(F)ccc1C(=O)NC2CCN(CC2)c3ccccc3,-5.133,TRAIN_0283
COc1ccc(cc1)NC(=O)COC(=O)c(cc2)cc(c23)CCC(=O)N3,-5.13,TRAIN_0284
Cc1ccc(cc1)-c2noc(n2)[C@@H](C)N3CCN(CC3)Cc4cccnc4C,-5.127,TRAIN_0285
CC(C)c1[nH]ncc1C(=O)N2CC[C@H](C2)c3cc(=O)nc([nH]3)N(C)C,-5.123,TRAIN_0286
CCC(=C)CNC(=O)Cc1c(C)nn(c1C)-c2nc(C)cc(n2)C,-5.122,TRAIN_0287
CC(=O)N1CC[C@H](C1)OC(=O)c(c2)oc(c23)cc(C)c(c3)C,-5.119,TRAIN_0288
COc1c(F)cc(cc1F)NC(=O)Nc2ccc(O)cc2,-5.115,TRAIN_0289
CCCCn1nnnc1CSc2nnc(n2C)-c3ccoc3C,-5.115,TRAIN_0290
CCOCc1cc(ccc1OC)CN2C[C@H](F)C[C@H]2C(=O)N,-5.114,TRAIN_0291
Cc1noc(n1)[C@@H]2CCCN(C2)C(=O)c3cccc(c3)C(F)(F)F,-5.101,TRAIN_0292
C1CC1c(no2)cc2C(=O)N3CC=C(CC3)c(c[nH]4)c(c45)cccn5,-5.096,TRAIN_0293
COc1cc(Cl)c(cc1OC)NC(=O)c2cccc(c2)Nc3ncccn3,-5.094,TRAIN_0294
O=C(O)CN1CCN(CC1)C(=O)c(c2)sc(c23)ccs3,-5.092,TRAIN_0295
COc1cc(ccc1Cl)C(=O)NC[C@H]2CC[C@H](O2)c3ncn[nH]3,-5.088,TRAIN_0296
Cc1ccc(cc1)-c2nc(C#N)c(o2)NCc(cc3)cc(c34)OCO4,-5.086,TRAIN_0297
C1CCc(c12)cc(cc2)CNC(=O)c3cc(on3)-c4cccnc4,-5.086,TRAIN_0298
Cn1ncc(C2CCC2)c1C(=O)NCC3(CC3)c4ccccc4,-5.078,TRAIN_0299
c1cccc(c12)N(C)CCN(C2)C(=O)N[C@@H]3[C@H]([C@H]34)CNC4,-5.074,TRAIN_0300
Cc1nc(C(=O)N(C)C)nc(c1C)N2CC[C@H](C2)NCc(ccc3)c(n34)ccn4,-5.071,TRAIN_0301
CN(C)S(=O)(=O)c1cccc(c1)NC(=O)c(cs2)c(c23)CCCC3,-5.071,TRAIN_0302
Clc(c1)c(Cl)ccc1NC(=O)c2ccc(cc2)-n3cncn3,-5.059,TRAIN_0303
Cc1cc(C)c(o1)C(=O)N2C[C@@H](C(=O)O)[C@@H](C2)c3ccc(Cl)cc3,-5.055,TRAIN_0304
O=c1[nH]cccc1C(=O)Nc(cc2)cc(c23)C(=O)NC3,-5.055,TRAIN_0305
Fc1cccc(c12)n(C)c(C(=O)OCC)c2NC(=O)[C@@H]3CCC(=O)N3,-5.054,TRAIN_0306
CC(=O)Nc1ccc(cc1)-c2csc(n2)Nc3cccc(O)c3,-5.054,TRAIN_0307
COCc1nnc([nH]1)[C@H]2CN(C[C@@H]2C3CC3)C(=O)c4nccnc4C,-5.051,TRAIN_0308
c1ccc(OC)c(c12)CCN(C2)C(=O)Nc3cnc(nc3)C4CC4,-5.05,TRAIN_0309
C1COCCN1C(=O)[C@@H](C)NC(=O)c2cc[nH]c2C3CCC3,-5.049,TRAIN_0310
Cn1cccc1[C@H]2CCCCCN2C(=O)c(ccc3)c(c34)OCC(=O)N4,-5.04,TRAIN_0311
C[C@@H]1CN(C2CC2)C[C@@H]1NC(=O)c3c[nH]cc3-c4cnn(C)c4,-5.037,TRAIN_0312
O1COc(c12)cc(cc2)OCC(=O)Nc3ccccc3-c4ccccc4,-5.029,TRAIN_0313
Brc1ccc(cc1C)N2CC[C@H](C2=O)NC(=O)N,-5.028,TRAIN_0314
CC(C)c1ccc(cc1)OCC(=O)N2CCC(CC2)C(=O)O,-5.028,TRAIN_0315
Cc1cc(C)c(c(C)c1)CCNC(=O)NCc2ncnn2C,-5.021,TRAIN_0316
Cc1nc(C)c(s1)C(=O)Nc2ccc(C(=O)O)c(Cl)c2,-5.021,TRAIN_0317
c1ccccc1-c(cs2)nc2N(CC=C)C(=O)c3ccccc3S(=O)(=O)C,-5.019,TRAIN_0318
c1cccc(c12)nc(cn2)C(=O)NCC3(O)CCC(F)(F)CC3,-5.017,TRAIN_0319
N[C@@H]1CCN(C1)C(=O)c2ccn(n2)-c3cccc(Cl)c3,-5.015,TRAIN_0320
O1CCNC[C@@H]1CNC(=O)CNC(=O)CC23C[C@H]4C[C@@H](C3)C[C@H](C4)C2,-5.014,TRAIN_0321
O=C1NCCN1C(=O)Cn(nn2)c(=O)c(c23)cccc3,-5.014,TRAIN_0322
c1ccc(C)c(n12)nc(c2)COc3ccc(cc3)C(=O)N(C)C,-5.007,TRAIN_0323
Cc1ccc(s1)-c(cs2)c(c23)c(=O)[nH]c(n3)Cn4cnc(n4)C#N,-5.0,TRAIN_0324
CCCc1ccc(cc1)C(=O)N(C)Cc(c(n2)C)n(c23)cc(s3)C,-4.995,TRAIN_0325
Cc1oncc1CN2CCN(CC2)[C@H](C)c3nc(no3)-c4ccc(C)cc4,-4.99,TRAIN_0326
Cc1ccc(s1)CN[C@@H](C(=O)O)Cc2ccccc2,-4.98,TRAIN_0327
O=C(O)[C@H]1CC[C@@H](CC1)NC(=O)COc(ccc2Cl)c(c23)nccc3,-4.979,TRAIN_0328
CCc1cc([nH]n1)-c2nc(no2)C3(CCCC3)c4ccccc4F,-4.978,TRAIN_0329
COCc1nc(cs1)C(=O)N2CCN(CC2)c3nc(C)cs3,-4.977,TRAIN_0330
Cc1ccc(c(C)c1)CN(C)C(=O)c(cc2)cc(c23)OCO3,-4.97,TRAIN_0331
N#Cc(c1C)c(=O)n(nc1C)C[C@H](O)CN(CC2)Cc(c23)cccc3,-4.958,TRAIN_0332
OCC(CC1)CCN1C(=O)Nc2cc(F)ccc2OCC3CC3,-4.952,TRAIN_0333
CC(C)c1nnc(s1)NC(=O)c2cc(F)c(Cl)cc2Cl,-4.952,TRAIN_0334
Cc1cc(n(n1)C(C)(C)C)NC(=O)NCc(c2)nc(n23)ccc(c3)C,-4.95,TRAIN_0335
Fc1cccc(c12)[C@@H]([C@H](C)CC2)NCc3ccn[nH]3,-4.947,TRAIN_0336
Cc1ccc(cc1)-c2ocnc2C(=O)Nc3[nH+]cccc3[O-],-4.946,TRAIN_0337
Cc1noc(C)c1C(=O)N2CCC(CC2)c3nc(cs3)C(C)(C)C,-4.946,TRAIN_0338
OC[C@H]1C=C[C@H](C1)Nc(cc(n2)C(F)(F)F)n(c23)ncn3,-4.945,TRAIN_0339
CCc1[nH]c(nn1)CN2CCN(CC2)C(=O)OCC(C)C,-4.945,TRAIN_0340
Cc1[nH]nc(n1)[C@H]2OCC[C@H]2CNC(=O)Cc3c(Cl)cccc3F,-4.933,TRAIN_0341
c1ccccc1[C@@H](C)N(C)Cc2cn(nn2)CC(=O)N,-4.931,TRAIN_0342
Cc1cc(nc(n1)C)NS(=O)(=O)c2ccc(cc2)NC(=O)CCN(C3=O)C(=O)c(c34)cccc4,-4.931,TRAIN_0343
CC(C)(C)c1cccc(c1)C(=O)N[C@H](CC2)Cc(c23)[nH]nc3,-4.93,TRAIN_0344
CC(C)C[C@H](CO)NC(=O)c(cc1Cl)nc(c12)cccc2,-4.928,TRAIN_0345
Cc1ccc(cc1O)NC(=O)c(ncc2)c(c23)cccc3,-4.928,TRAIN_0346
COc1ccc(cc1F)CN2CCN(CC2)C(=O)c3cnns3,-4.92,TRAIN_0347
Cc1cc(no1)CN(C)C(=O)c2cc(C(C)C)n(n2)C(C)(C)C,-4.909,TRAIN_0348
c1ccccc1[C@H](c(nn2)[nH]c2C)NC(=O)c3cccc(n3)C,-4.9,TRAIN_0349
O=C(C1)N(C)CC[C@H]1C(=O)N(C)Cc2ccc(cc2)C(=O)O,-4.899,TRAIN_0350
CN(C1)C(=O)[C@@H]([C@@H]12)CCCN2C(=O)c3c[nH]nc3C4CC4,-4.899,TRAIN_0351
C1CCCCN1C(=O)c2cc(ccn2)N(C3)CC[C@]3(F)CO,-4.895,TRAIN_0352
Cc1occc1C(=O)NC2CCN(CC2)C(=O)C(C)(C)c3ccccc3C,-4.894,TRAIN_0353
Cc1ccc(cc1)CNC(=O)NC2CCN(CC2)C(=O)C(C)C,-4.894,TRAIN_0354
Cc1nonc1C(=O)NC[C@@H]2CCO[C@H]2c3ccnn3C,-4.893,TRAIN_0355
CCc1nc(cs1)CN(C)Cc2ccccc2C(=O)O,-4.889,TRAIN_0356
CCc(cc1)cc(c12)c(=O)nc([nH]2)COCC(F)(F)C(F)F,-4.879,TRAIN_0357
C1COCCN1[C@H]2CN(C[C@H]2C)C(=O)CCn(cn3)c(c34)cccc4,-4.878,TRAIN_0358
CCc1ncnc(c1F)N2CCN(CC2)Cc3ccncc3,-4.869,TRAIN_0359
Cc1ccc(cc1S(=O)(=O)N)C(=O)NC[C@H]2CCCO[C@H]2C(C)(C)C,-4.868,TRAIN_0360
C1CC1NC(=O)CNS(=O)(=O)c2ccc(F)c(c2)C(F)(F)F,-4.866,TRAIN_0361
Cc1noc(n1)COc2ccc(cc2)NC(=O)CC[C@@H]3CCNC3,-4.865,TRAIN_0362
C1COCCN1C[C@H](O)CNCc2cn[nH]c2-c3ccc(Cl)cc3,-4.865,TRAIN_0363
Cc1ccc(cc1)-n2cc(nn2)C(=O)N3CCC[C@H](C3)n4ccnc4,-4.863,TRAIN_0364
O=C(O)[C@H](C)CNC(=O)N1CCC(CC1)c2cccc(F)c2F,-4.859,TRAIN_0365
COc1cc(C)c(c(C)c1C)NC(=O)N(CC[C@H]23)C[C@H](S3(=O)=O)CC2,-4.858,TRAIN_0366
O=c1[n-][nH+]cc(c1Cl)NCc2ccccc2OC3CCCC3,-4.858,TRAIN_0367
COc1cc(ccn1)CNC(=O)c(s2)c(C)c(c23)c(=O)n(cn3)C,-4.846,TRAIN_0368
CCCc1[nH]nc(n1)SCc2ccc(s2)C(=O)OC,-4.84,TRAIN_0369
CCOC(=O)N1CCN(CC1)CC(=O)Nc2ccccn2,-4.839,TRAIN_0370
CC(C)c(cs1)c(c12)c(=O)[nH]c(n2)-c3ccncn3,-4.832,TRAIN_0371
C1CC1NC(=O)C2(CCC2)C(=O)NCc3cccc(c3)-n4ccnc4,-4.83,TRAIN_0372
c1cccc(c12)S[C@@H](C(=O)N2)Cc3nc(no3)Cc4ccccc4,-4.826,TRAIN_0373
O=C(O)CN(C(=O)C)C[C@@H]1CN(CCO1)C(=O)CC(F)(F)F,-4.822,TRAIN_0374
O=S1(=O)[C@H](C)CCN(CC1)Cc2cn[nH]c2C(C)(C)C,-4.822,TRAIN_0375
n1oc(C)cc1C(=O)N[C@H](C)c(cc2OC)ccc2OC3CCCC3,-4.819,TRAIN_0376
CC(=O)Nc1cccc(c1)NC(=O)COc2cc(C)cc(c2)C(C)C,-4.817,TRAIN_0377
Cn1cnnc1[C@H](C[C@H]2OC)N(C2)CC(=O)NCCC3=CCCCC3,-4.808,TRAIN_0378
Clc(c1)c(O)ccc1C(=O)N2CCC[C@@H]2c3ccccc3,-4.808,TRAIN_0379
Cc1nn(C)c(C)c1CC(=O)NCCN2CC=CCC2,-4.806,TRAIN_0380
COCCN1C[C@@H](CC1=O)C(=O)N2CCC(CC2)c3c[nH]nc3C,-4.804,TRAIN_0381
CCCOc1ccc(cc1)CNC(=O)CCN2C(=O)CCC2=O,-4.798,TRAIN_0382
CC(C)NC(=O)N1CCC[C@H](C1)c2nnc([nH]2)-c3ccccc3,-4.795,TRAIN_0383
Cc1cc(C)nn1CC(=O)N2C[C@@H]([C@H](C2)C3CC3)c4nc(n[nH]4)C(C)C,-4.793,TRAIN_0384
c1cnccc1CCNC(=O)c2cccc(c2)S(=O)(=O)NC3CC3,-4.785,TRAIN_0385
C1CC(=O)N(C)c(c12)ccc(c2)C(=O)N(C3)CC(C)(C)O[C@]34CCOC4,-4.783,TRAIN_0386
CC(C)(C)Nc1nnc(s1)SCc2nccn2C(F)F,-4.782,TRAIN_0387
COCc1ccccc1CNC(=O)N2CCCN(CC2)C(=O)C,-4.781,TRAIN_0388
O=S1(=O)C[C@@H](C)N(CC1)C(=O)c2ccc(cc2)OCC(=O)O,-4.778,TRAIN_0389
COc1cc(SC)ccc1C(=O)Nc2nc(C)cs2,-4.77,TRAIN_0390
CC(C)n1nccc1C(=O)NCC2CCN(CC(F)(F)F)CC2,-4.765,TRAIN_0391
Cc1cc(n[nH]1)NC(=O)c2cc(no2)-c3ccc(C)cc3,-4.763,TRAIN_0392
Cc1cccc(c1Br)NC(=O)N2CCOC[C@H]2C,-4.763,TRAIN_0393
Clc1cccc(c12)c(C)c(o2)C(=O)N3CC[C@H](C3)C(=O)O,-4.757,TRAIN_0394
Cc1c[nH]cc1C(=O)NC2CCN(CC2)C3CCC3,-4.752,TRAIN_0395
CN(C)C(=O)c1ccc(cc1)NC(=O)[C@H]2CC=CCC2,-4.751,TRAIN_0396
CC1(C)CCN(C1)CCNC(=O)N(C2)C[C@@H](COC3)[C@]23C(=O)O,-4.747,TRAIN_0397
OCC[C@H]1CCCCN1C(=O)NCc2nc(n[nH]2)-c3ccco3,-4.743,TRAIN_0398
CN1CCC[C@H]1c2nc(no2)-c3ccc(O)cc3,-4.743,TRAIN_0399
Cc1c(Cl)cccc1-n2ccnc2SC[C@H](O)CO,-4.74,TRAIN_0400
o1nc(C)c(c12)c(cc(n2)C(C)C)C(=O)N(CC3)Cc(c34)ccs4,-4.731,TRAIN_0401
Cc1nnc(o1)CCC(=O)N(C)[C@H](CC2)Cc(c23)cccc3,-4.726,TRAIN_0402
CC(C)(C)OC(=O)NCC1CCN(CC1)Cc(n2)oc(c23)cccc3,-4.724,TRAIN_0403
CN1CCO[C@@H](C1)CNC(=O)CCc2nc(no2)-c3cccnc3,-4.724,TRAIN_0404
Cc1nnc(o1)CC(=O)N2CCN(CC2)c3cccc(Cl)c3,-4.724,TRAIN_0405
CN=[S@](=O)(CC1)CC[C@]12CN(CCO2)C(=O)[C@H](C)c3ccc(F)c(F)c3,-4.722,TRAIN_0406
NC(=O)CN1CCC(CC1)NC(=O)Nc2cccnc2N3CCCC3,-4.722,TRAIN_0407
N[C@@H](C1)CCN1C(=O)[C@@H](CC)Nc2nnnn2-c3ccccc3,-4.721,TRAIN_0408
CC(=O)Nc1cccc(c1)Cn2nc(C)nc2C,-4.719,TRAIN_0409
Cc1cc(C)n(n1)-c(n2)n(C(C)C)c(c23)c(=O)[nH]c(=O)n3C,-4.712,TRAIN_0410
Cc1cccc(C)c1NC(=O)N[C@@H]2CC[C@H](CC2)Nc3ccccn3,-4.711,TRAIN_0411
Cn1cc(cn1)-c2cc(on2)CN(CC3)C[C@H](N34)CCC4,-4.701,TRAIN_0412
Cc1ccc(c(C)c1)NCC(=O)Nc2ccc(C)cc2Br,-4.701,TRAIN_0413
CC(C)N1CC[C@H](C1=O)Nc2ccccc2CN3CCC(CO)CC3,-4.697,TRAIN_0414
N1C[C@H](O)C[C@@H]1C(=O)NCCc(cc2)cc(c23)OCCO3,-4.687,TRAIN_0415
CC(=O)Nc1ccc(cc1Cl)NC(=O)[C@H](C2)CCS2(=O)=O,-4.685,TRAIN_0416
COc1nc(C)cc(C)c1CN(C2)C[C@@H](COC3)[C@]23c4nnc(o4)C,-4.684,TRAIN_0417
COc1ccccc1-c2noc(n2)-c3coc(n3)C4CCC4,-4.682,TRAIN_0418
CC(C)CCC1CCN(CC1)C(=O)c(n2)c(O)nc(c23)ncnc3,-4.673,TRAIN_0419
CC1(C)CN(C1(C)C)C(=O)NC[C@@]23[C@](C2)(C(F)(F)F)CNC3,-4.673,TRAIN_0420
CNC(=O)c1cccc(c1)C(=O)NCc2cn(nn2)-c3ccc(cc3)OC,-4.669,TRAIN_0421
CC(C)[C@H](N)C(=O)N1CCCN(CC1)CCCc2ccccc2,-4.666,TRAIN_0422
CCc1cc([nH]n1)NC(=O)c2cccc(n2)OCC(F)(F)F,-4.664,TRAIN_0423
c1cc(Cl)ccc1C(=O)N2CCN(CC2)S(=O)(=O)C3COC3,-4.65,TRAIN_0424
O=C(N1)CCC[C@@H]1C(=O)N(CCOC)C[C@H]2CC=CCC2,-4.647,TRAIN_0425
n1ccccc1CCNC(=O)N2CCO[C@@H](C2)Cc3ccccc3,-4.646,TRAIN_0426
Cc1ccccc1CCC(=O)N[C@H]2CNCC[C@H]2C,-4.642,TRAIN_0427
c1ccoc1-c2nnc(o2)CN3CCN(CC3)Cc(ccc4)c(c45)cccc5,-4.642,TRAIN_0428
CCOc1ccccc1C2CCN(CC2)C(=O)c3cnn(C)c3,-4.641,TRAIN_0429
COCc1ccc(cc1)S(=O)(=O)Cc2nc(n[nH]2)C3CC3,-4.641,TRAIN_0430
CC(C)c1ccccc1NC(=O)N(CCC2)[C@@H]([C@@H]23)CNC3=O,-4.637,TRAIN_0431
COc1ccsc1S(=O)(=O)N2CCN(C)[C@H](C2)c3ncc[nH]3,-4.636,TRAIN_0432
c1ccnc(c12)c(OC)ccc2NC(=O)N3CCOC[C@H]3CO,-4.628,TRAIN_0433
s1cccc1C[C@@H](C)NC(=O)N(CCS2(=O)=O)CCC2(C)C,-4.627,TRAIN_0434
CSCCC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(C)cc2,-4.624,TRAIN_0435
N[C@H](C1)[C@@H]([C@@H]12)C[C@@H](C2)C(=O)NCc3[nH]ncc3Br,-4.624,TRAIN_0436
CCn1cc(cn1)[C@H]2OCC[C@@H]2C(=O)Nc3sc(C)nc3C,-4.622,TRAIN_0437
n1nc[nH]c1[C@H](C[C@H]2OC)N(C2)S(=O)(=O)Cc3cccc(F)c3,-4.618,TRAIN_0438
c1ccccc1C[C@H](C(=O)OCC)NC(=O)c2cn[nH]c2C,-4.614,TRAIN_0439
Clc1cccc(c1)-c2nc(co2)COn(nn3)c(c34)cccc4,-4.606,TRAIN_0440
n1cccn1C[C@H]2CCCN2c(ncn3)c(c34)ccs4,-4.598,TRAIN_0441
Clc(c1)c(Cl)ccc1C(C)(C)C(=O)N[C@@H](C2(C)C)CCC(=O)N2,-4.596,TRAIN_0442
COCC[C@@](C)(O)CNc(n1)[nH]c(=O)c(c12)cnn2-c3ccccc3,-4.592,TRAIN_0443
Cc1n[nH]cc1C(=O)N(C2)C[C@@H](CCC3)[C@]23c4nc(no4)C(C)C,-4.59,TRAIN_0444
CN(C)c1ncccc1O[C@H]2CCN(C2)CC(=O)NCC3CC3,-4.587,TRAIN_0445
CC[C@@H](C(=O)O)C(=O)N1CCC(CC1)CN2CCCCC2=O,-4.585,TRAIN_0446
FC(F)(F)[C@@]1(O)CCCN(C1)Cc2nc(no2)C3CCCC3,-4.584,TRAIN_0447
COc1cnc([nH]c1=O)C(C)(C)NC(=O)c2cc(C)cc(C)c2,-4.582,TRAIN_0448
c1ccc(F)c(c12)c(C)c(s2)C(=O)Nc3ncnn3C(C)(C)C,-4.578,TRAIN_0449
C[C@@H]1CN(C[C@H]1O)C(=O)CSc(nn2)n(c23)cccc3,-4.575,TRAIN_0450
Cc1nn(C)c(C)c1[C@H]2OCC[C@@H]2NC(=O)c3ccc[nH]c3=O,-4.574,TRAIN_0451
C1CCC1O[C@@H](C2)CCCN2C(=O)N[C@@H]3CCCN(C3)S(=O)(=O)C4CC4,-4.57,TRAIN_0452
O=C(O)C1CCN(CC1)S(=O)(=O)NC2(CC2)Cc3ccccc3,-4.568,TRAIN_0453
Cc1ccc(S(=O)(=O)N)cc1C(=O)NCc2ccc(cc2)CN3CCOCC3,-4.567,TRAIN_0454
CCn1cnnc1-c2cccc(c2)NC(=O)c3cnc(C)cn3,-4.559,TRAIN_0455
Cc1cc(N)n(n1)-c(ncn2)c(c23)c(cs3)-c4ccccc4,-4.557,TRAIN_0456
Cc1nc(oc1C)CN([C@@H]23)[C@H](CC2)C[C@@](C)(O)C3,-4.555,TRAIN_0457
CC(=O)Nc1cccc(c1C)NCc2nnc(o2)-c3ccccc3C,-4.531,TRAIN_0458
O=C(O)[C@H]1CCCN1C(=O)[C@@H](CO2)c(c23)cccc3,-4.531,TRAIN_0459
CCc1ccccc1CN2CCN(CC2)S(=O)(=O)c3ccc(o3)C(=O)N,-4.529,TRAIN_0460
CCCn1nnnc1CSc(n2)[nH]c(c23)ccc(c3)OC,-4.528,TRAIN_0461
FC(F)(F)[C@@H](O)[C@H](C(C)C)NC(=O)c1c[nH]nc1-c2cnn(C)c2,-4.523,TRAIN_0462
Cc1ccc(n1C)C(=O)N(C)C[C@H](CC2)Cn(c23)ccn3,-4.522,TRAIN_0463
CN(C)c1n[nH]c(n1)CNS(=O)(=O)c2ccc(Cl)s2,-4.516,TRAIN_0464
N[C@H]1CCN(C1)C(=O)c2ccccc2CS(=O)(=O)c3ccccc3,-4.515,TRAIN_0465
